cma_code,year,Age_of_Primary_Household_Maintainer__15___24,Age_of_Primary_Household_Maintainer__25___34,Age_of_Primary_Household_Maintainer__35___44,Age_of_Primary_Household_Maintainer__45___54,Age_of_Primary_Household_Maintainer__55___64,Age_of_Primary_Household_Maintainer__Total_65_,Age_of_Primary_Household_Maintainer__Total,Mobility_of_Primary_Household_Maintainer__15___24,Mobility_of_Primary_Household_Maintainer__25___34,Mobility_of_Primary_Household_Maintainer__35___44,Mobility_of_Primary_Household_Maintainer__45___54,Mobility_of_Primary_Household_Maintainer__55___64,Mobility_of_Primary_Household_Maintainer__Total_65_,Mobility_of_Primary_Household_Maintainer__Total,Household_Type__Couple_With_Children,Household_Type__Couple_Without_Children,Household_Type__Total_Lone__Parent_Households,Household_Type__Multiple__Family,Household_Type__Total_One__Person_Households,Household_Type__Other_Non_Family,Household_Type__Total,Household_Size__One_Person_Household,Household_Size__Two_Person_Household,Household_Size__Three_Person_Household,Household_Size__Four_Person_Household,Household_Size__Five_Or_More_Person_Household,Household_Size__Total,Immigrant_Households__Non_Immigrant,Immigrant_Households__Non_Permanent_Resident,Immigrant_Households__Immigrant,Immigrant_Households__Recent_Immigrant,Immigrant_Households__Total,Households_with_Seniors__Household_Has_at_Least_One_Senior__65_or_Older_,Households_with_Seniors__Other_Household_Type,Households_with_Seniors__Total,Households_with_Children_Under_18__Household_Has_at_Least_One_Child_Less_Than_18_Years_Old,Households_with_Children_Under_18__Other_Household_Type,Households_with_Children_Under_18__Total,Activity_Limitations__Household_Has_at_Least_One_Person_With_Activity_Limitations,Activity_Limitations__Other_Household_Type,Activity_Limitations__Total,Aboriginal_Households__Aboriginal_Households,Aboriginal_Households__Non_Aboriginal_Households,Aboriginal_Households__Total,Shelter_Costs__Less_Than__500_Per_Month,Shelter_Costs___500_to__999_Per_Month,Shelter_Costs___1_000_to__1_499_Per_Month,Shelter_Costs___1_500_to__1_999_Per_Month,Shelter_Costs___2_000_And_Over_Per_Month,Shelter_Costs__Total_Non_Farm__Non_Band_Households,Mortgages__With_a_Mortgage,Mortgages__Without_a_Mortgage,Mortgages__Total_Private_Households_With_Mortgage_Status_Known,Household_Income__Less_Than__20_000,Household_Income___20_000_to__39_999,Household_Income___40_000_to__59_999,Household_Income___60_000_to__79_999,Household_Income___80_000_to__99_999,Household_Income___100_000_And_Over,Household_Income__Total,Condominiums__Part_of_a_Condominium,Condominiums__Not_Part_of_a_Condominium,Condominiums__Total,Housing_Suitability__Suitable,Housing_Suitability__Not_Suitable__Crowded_,Housing_Suitability__Total,Value_of_Owner_occupied_Dwellings______Single_Detached,Value_of_Owner_occupied_Dwellings______Semi_Detached,Value_of_Owner_occupied_Dwellings______Row,Value_of_Owner_occupied_Dwellings______Duplex,Value_of_Owner_occupied_Dwellings______Low_Rise_Apt_,Value_of_Owner_occupied_Dwellings______High_Rise_Apt_,Value_of_Owner_occupied_Dwellings______Other,Value_of_Owner_occupied_Dwellings______Total,Period_of_Construction_and_Condition_of_Dwelling__Needs_Only_Regular_Maintenance,Period_of_Construction_and_Condition_of_Dwelling__Needs_Minor_Repairs,Period_of_Construction_and_Condition_of_Dwelling__Needs_Major_Repairs,Period_of_Construction_and_Condition_of_Dwelling__Total
0610/3/Hamilton,2011,7600,34885,50350,65195,52805,71355,282190,6975,28490,24835,19930,12035,11825,104100,89755,70920,31785,5090,75505,9125,282190,75505,92020,45030,45240,24395,282190,198755,2060,81365,5135,282190,78945,203240,282190,83380,198805,282190,111390,170795,282190,6495,275690,282190,37695,112360,58540,42715,30190,281500,118445,82490,200935,32355,49360,47085,38245,32545,82595,282190,36405,245780,282190,266075,16115,282190,369507,274659,267668,292782,246225,244978.0,192923,343367,193875,69245,19060,282190
0610/3/Hamilton,2016,5955,36630,48810,62090,59380,80480,293345,5570,29280,24070,18240,13420,12925,103505,90615,74210,33820,5965,79445,9290,293345,79445,96080,46920,45170,25735,293345,203840,2390,87115,4750,293345,89820,203525,293345,82455,210895,293345,164450,128900,293345,7920,285425,293345,26805,102995,62850,51265,48685,292600,124800,80980,205785,24575,46215,45200,38895,33130,105330,293345,38235,255110,293345,280115,13230,293345,524226,391834,382404,439603,326584,313179.0,326217,485415,202820,72155,18365,293345
0610/3/Hamilton,2021,5620,39460,52420,56555,63565,89765,307385,5355,31180,26085,16190,12860,13985,105655,93270,76890,35090,7260,83290,11595,307385,83290,100280,48875,47255,27685,307385,207960,4865,94555,7650,307385,101315,206065,307385,84400,222985,307385,182260,125125,307385,8890,298490,307385,20080,88960,59245,50960,87565,306815,126655,83620,210270,13355,38395,41740,39460,35455,138980,307385,44570,262810,307385,290775,16605,307385,897000,669000,659000,768000,540000,508400.0,638000,826000,217175,72105,18100,307385
0650/3/Kamloops,2006,1950,4590,7040,8800,7005,8725,38115,1865,3815,3720,3485,2320,2570,17775,10370,11700,3975,545,9800,1730,38115,9800,14695,5665,5310,2640,38115,32860,260,4990,180,38115,9560,28555,38115,10755,27355,38115,15585,22530,38115,3510,34600,38115,12125,12570,8555,3440,1215,37905,16855,11595,28450,5890,8130,7095,5995,4265,6740,38115,3925,24605,28535,36550,1565,38115,278127,224115,193027,256596,178589,145601.0,96931,255324,25130,10340,2640,38115
0650/3/Kamloops,2011,1830,5385,6655,8705,8215,10015,40815,1700,4405,3415,3055,2285,2175,17035,10550,12625,4020,680,10780,2145,40815,10780,15720,6375,5415,2520,40815,36000,340,4465,360,40815,10975,29835,40815,10760,30050,40815,16885,23930,40815,4060,36750,40815,11695,11050,8755,5800,3255,40555,17970,12455,30425,5125,7960,6715,6120,4325,10565,40815,6450,34355,40815,39460,1350,40815,394732,313578,278750,385931,249958,189532.0,124928,357860,28000,10155,2660,40815
0650/3/Kamloops,2016,1680,6065,6435,8060,9035,11580,42855,1615,4925,3360,2830,2325,2170,17230,10415,13545,4300,740,11540,2310,42855,11535,16775,6425,5435,2685,42855,37500,460,4900,395,42855,12790,30065,42855,10770,32085,42855,25970,16885,42855,5220,37640,42855,9680,11030,8915,7475,5465,42565,19005,12345,31350,3990,6605,6760,5945,4980,14585,42855,7050,35810,42855,41705,1150,42855,432902,348035,277986,420857,253005,184594.0,160348,385627,29095,11215,2545,42855
0650/3/Kamloops,2021,1675,6580,7715,7690,9460,13990,47105,1600,5305,4235,2935,3010,3435,20520,11080,14535,4470,965,13350,2705,47105,13350,17985,6700,5900,3170,47105,40795,965,5340,505,47105,15715,31385,47105,11300,35805,47105,30015,17090,47105,6230,40875,47105,8405,11130,9125,8105,10065,46830,20220,13695,33915,1960,6510,6960,6200,5570,19905,47105,7940,39160,47105,45550,1555,47105,633000,476000,416800,646000,365600,260000.0,212800,562500,33345,11250,2510,47105
0670/3/Kelowna,2006,2600,7520,11865,14635,11495,18875,67000,2505,6370,7235,6710,4685,6090,33600,16880,22520,6420,1210,17135,2835,67000,17130,27195,9195,8760,4715,67000,451770,14050,351410,660,67000,20550,46455,67000,17915,49080,67000,26155,40850,67000,2795,64200,67000,20360,19045,14685,8370,3965,66425,28970,22245,51215,9340,16350,13930,9570,6915,10900,67000,11350,40415,51765,64500,2495,67000,433546,335721,285239,407830,219650,330921.0,99823,374151,48925,15055,3015,67000
0670/3/Kelowna,2011,2645,9415,11265,15760,14790,21070,74950,2510,7950,6395,6350,5125,4900,33230,18560,24855,6365,1340,19955,3870,74950,19960,29975,10640,9410,4960,74950,62340,340,12275,835,74950,22915,52040,74950,18815,56135,74950,28635,46310,74950,4175,70770,74950,19850,17175,15200,11700,10385,74310,32510,23960,56475,9185,15135,13440,11160,8340,17685,74950,15520,59430,74950,72305,2645,74950,540020,424519,333920,471770,272749,440868.0,141115,464474,57055,14430,3470,74950
0670/3/Kelowna,2016,2955,10450,11745,14875,17185,24165,81385,2760,8380,6495,5980,5845,5890,35360,19010,27555,7165,1490,21685,4475,81385,21685,33365,11200,9840,5295,81385,67525,555,13305,895,81385,26720,54660,81385,18880,62500,81385,46430,34955,81385,5735,75645,81385,17090,18925,16880,13230,14480,80600,34480,24460,58940,6545,13910,13505,11790,9535,26095,81385,17330,64055,81385,79085,2295,81385,610992,498855,360145,568091,280974,427931.0,139033,517837,60390,17345,3650,81385
0670/3/Kelowna,2021,3585,12550,14780,14760,18995,29665,94335,3455,10575,8980,6590,7305,8290,45200,21160,31115,7735,1825,26810,5690,94335,26810,37685,12595,10970,6270,94335,77320,1465,15550,1345,94335,33040,61295,94335,20665,73675,94335,55940,38395,94335,7205,87130,94335,14395,20635,16115,15585,27055,93790,38215,28080,66300,4040,13055,13830,13520,11530,38355,94335,22105,72230,94335,91155,3180,94335,922000,716000,554000,899000,428000,643000.0,241600,775000,72745,17875,3715,94335
0700/3/Kingston,2006,3215,8560,12010,12855,10840,14565,62045,3130,7230,6760,4370,2740,2650,26875,17980,17595,6005,705,17100,2660,62045,17105,22525,9555,8810,4055,62045,51970,410,9665,675,62045,15715,46335,62045,17750,44290,62045,24260,37780,62045,1900,60150,62045,13330,25335,14985,5765,2395,61810,23605,17995,41600,8980,12570,11920,8965,7030,12575,62045,2620,39195,41815,60055,1980,62045,253016,187069,189709,229516,206524,263409.0,150113,242600,40580,17150,4315,62045
0700/3/Kingston,2011,3805,9380,10130,14120,12350,16180,65965,3685,7905,5195,4905,3005,3080,27770,17495,19035,6555,785,18700,3390,65965,18700,24470,10015,9045,3735,65965,56070,445,9450,520,65965,17505,48460,65965,17540,48425,65965,27050,38915,65965,2830,63135,65965,10240,25605,16095,9145,4305,65390,24745,18910,43655,7960,11950,11450,9335,7565,17705,65965,3805,62160,65965,63300,2660,65965,317651,238659,225077,330201,237708,322957.0,99117,304510,44840,16330,4795,65965
0700/3/Kingston,2016,3220,9820,9785,12880,13250,18965,67915,3085,8170,5230,4065,3075,3380,27005,16670,20125,6895,935,19840,3450,67915,19840,25560,10145,8355,4025,67915,57505,650,9760,585,67915,20780,47135,67915,16610,51305,67915,40955,26960,67915,3175,64745,67915,6310,23985,17355,12385,7465,67495,25930,18200,44130,6250,11050,11040,9530,8675,21370,67915,3690,64225,67915,66055,1860,67915,372645,263918,272966,318790,303244,350888.0,136025,355797,45235,18555,4125,67915
0700/3/Kingston,2021,3650,10885,10945,11145,14355,22525,73505,3560,8960,5930,3675,3645,4580,30355,17220,21605,7185,1005,22180,4315,73505,22180,27670,10465,8810,4385,73505,61790,1380,10340,840,73505,24835,48670,73505,16745,56760,73505,48070,25435,73505,3950,69555,73505,5995,21180,17630,14660,13700,73165,26585,19245,45825,3755,9895,10850,10640,9215,29140,73505,4040,69470,73505,70955,2555,73505,558000,404000,417200,499000,414000,480000.0,237000,533000,49065,19445,4995,73505
0850/3/Kitchener%20-%20Cambridge%20-%20Waterloo,2006,7290,28900,38990,36995,26035,30975,169175,6985,24165,21110,12380,6300,5680,76620,61200,42250,17275,2700,39175,6580,169175,39175,54705,29090,29985,16225,169175,120630,1475,47070,4875,169175,35060,134120,169175,57985,111195,169175,55230,113945,169175,2630,166550,169175,30335,61965,43875,22665,10030,168865,74935,42815,117750,18300,29960,30430,27760,22215,40500,169175,10655,107380,118035,159675,9500,169175,280768,196178,195164,229852,202081,165616.0,277300,261025,121300,38925,8950,169175
0850/3/Kitchener%20-%20Cambridge%20-%20Waterloo,2011,7115,29620,36795,42060,31065,34835,181495,6775,23945,18030,12990,6925,5915,74585,61650,46110,19055,3270,43500,7910,181495,43495,59410,30910,31200,16470,181495,130085,1420,49990,4285,181495,39780,141710,181495,58910,122585,181495,61870,119625,181495,3605,177885,181495,24715,65240,43145,31240,16755,181095,80695,46305,127005,17880,29465,31005,26660,22095,54395,181495,17305,164190,181495,171605,9890,181495,344053,227731,236231,313772,231537,199697.0,168837,317549,130550,41470,9480,181495
0850/3/Kitchener%20-%20Cambridge%20-%20Waterloo,2016,7505,31545,36570,43280,37845,43765,200495,7080,25535,17585,13165,8130,7570,79065,64770,52000,21280,4365,49360,8710,200495,49365,66650,33170,32620,18695,200495,142585,3280,54630,3845,200495,50185,150310,200495,60965,139530,200495,106425,94070,200495,4850,195645,200495,19795,63755,48765,40495,27080,199880,86645,48920,135565,15370,29345,31280,28120,24495,71885,200495,21785,178710,200495,191555,8940,200495,427129,287695,285802,376729,265137,249243.0,217954,393896,142255,48165,10070,200495
0850/3/Kitchener%20-%20Cambridge%20-%20Waterloo,2021,7940,35945,40890,40960,41455,51875,219060,7615,29495,20740,12960,9265,9320,89400,69020,56080,22630,5140,54330,11860,219060,54330,72170,35690,35155,21710,219060,145400,7460,66200,8545,219060,59910,159150,219060,64680,154380,219060,124505,94555,219060,5545,213520,219060,16915,55180,44920,44695,56820,218525,88870,52210,141085,8885,24905,30050,29235,26550,99430,219060,30375,188685,219060,205975,13085,219060,793000,569500,556000,704000,498400,425600.0,436000,731000,161260,47920,9880,219060
0870/3/Lethbridge,2006,3025,5945,6670,7700,5680,8280,37300,2920,5045,3485,2760,1575,1650,17435,11060,10775,3465,335,9515,2145,37300,9515,13865,5635,5060,3225,37300,31350,200,5755,315,37300,8870,28435,37300,11120,26180,37300,13085,24210,37300,1780,35520,37300,10195,14555,9320,2075,675,36820,16010,11170,27180,5100,8525,7810,5975,3905,5990,37300,1805,25790,27600,36005,1300,37300,201796,162901,153660,166816,146722,117995.0,84547,191519,24405,10260,2640,37300
0870/3/Lethbridge,2011,2735,7440,6635,8505,7265,8975,41555,2605,5785,3375,2940,1695,1940,18335,11880,12325,3680,430,10555,2675,41555,10555,15560,6425,5505,3510,41555,35070,420,6065,685,41555,9730,31830,41555,11690,29870,41555,14735,26815,41555,1980,39575,41555,8030,14055,10055,5880,2930,40950,17630,12555,30190,4275,7060,8165,6750,4840,10470,41555,3975,37580,41555,40070,1485,41555,316504,257638,240654,262843,215083,172542.0,105886,296766,27830,10660,3070,41555
0870/3/Lethbridge,2016,2805,8215,7485,7860,8535,10795,45695,2665,6165,3790,2580,2060,2040,19305,12640,13465,4125,680,11845,2940,45695,11840,16935,6710,5900,4310,45695,38205,465,7025,915,45695,11645,34055,45695,13045,32655,45695,25515,20185,45695,2795,42900,45695,6660,13990,11640,8065,4680,45030,19255,12555,31810,2955,7385,7405,6505,5655,15790,45695,4445,41250,45695,44225,1470,45695,352504,259107,243303,280814,228456,142835.0,107826,328267,31815,11285,2600,45695
0870/3/Lethbridge,2021,2810,8265,8715,7595,8685,12580,48650,2705,6240,4225,2650,2155,2340,20315,13265,13860,4470,695,13105,3245,48650,13105,17725,7055,6275,4480,48650,40195,605,7845,1040,48650,13675,34970,48650,13620,35025,48650,29550,19095,48650,3300,45350,48650,4420,13965,11995,9710,8065,48155,20850,12970,33825,1710,6725,7550,6955,6295,19415,48650,4850,43800,48650,47215,1430,48650,372800,282000,252800,301500,216000,185000.0,111800,346800,34700,11535,2410,48650
0950/3/London,2006,9215,28290,37945,40040,29935,39530,184950,8735,23615,20185,13960,8205,7795,82505,56610,47560,19710,1930,51975,7165,184950,51975,62555,28570,27110,14735,184950,140525,1520,42905,3740,184950,43260,141690,184950,56030,128925,184950,68135,116815,184950,3380,181570,184950,35930,80230,42640,17360,7800,183960,74230,46805,121035,26770,37735,34830,28575,20150,36895,184950,15410,106560,121965,176145,8800,184950,229861,149768,162769,199225,159089,147333.0,144168,215743,129225,44205,11520,184950
0950/3/London,2011,9050,29370,33955,42890,35915,43865,195060,8610,24045,17505,14200,8890,8160,81400,56095,50970,21000,2165,55960,8860,195060,55960,67515,29835,27645,14100,195060,150355,1845,42855,3325,195060,48115,146945,195060,55170,139890,195060,72835,122225,195060,4745,190315,195060,31680,81310,46625,22815,11135,193565,76825,51815,128640,25900,38330,35630,27215,21305,46670,195060,23630,171425,195060,185645,9415,195060,273973,171842,193863,250091,177892,162822.0,127792,256882,137970,45405,11680,195060
0950/3/London,2016,9220,30875,33110,40765,40090,52385,206450,8835,24800,16595,13450,10085,10305,84065,55585,53895,22575,2470,62210,9710,206450,62210,71790,30625,27020,14800,206450,156510,3190,46750,3470,206450,57210,149240,206450,53695,152750,206450,117185,89260,206450,6690,199760,206450,24875,81490,53740,27915,17025,205045,80725,50130,130855,22915,37060,35905,28760,23400,58410,206450,25390,181060,206450,198215,8240,206450,323956,191469,209360,261791,221513,208503.0,140594,301631,145375,48960,12115,206450
0950/3/London,2021,7960,33790,37525,37845,43255,61865,222240,7615,27320,19905,13130,10825,12565,91350,59885,57910,24240,3310,65275,11620,222240,65275,76405,32890,29505,18165,222240,161725,6560,53950,6160,222240,68075,154165,222240,57710,164530,222240,134075,88165,222240,7550,214690,222240,20865,68315,56020,37580,38120,220905,83215,54635,137850,11745,32330,35640,32175,27420,82930,222240,30395,191845,222240,210605,11635,222240,624500,416000,455200,525500,420800,369600.0,285000,586000,161270,49040,11930,222240
1040/3/Moncton,2006,2895,8745,10055,10635,8575,10680,51595,2770,7205,4755,3375,2065,2235,22405,15085,15245,5445,680,12590,2555,51595,12590,19930,8890,7255,2935,51595,49450,145,2000,215,51595,11845,39750,51595,14760,36835,51595,17455,34145,51595,665,50935,51595,15170,23065,9970,2315,1020,51555,22330,13830,36160,8045,11970,10500,8530,5470,7070,51595,1140,35055,36195,50070,1520,51595,147272,134857,115736,135509,153286,130630.0,53713,139603,34015,14170,3410,51595
